fips,exp_police,pop_tot,ft_sworn,rev_prop_tax,violent.crimes,dissim_bw,dissim_wl
29113,7535790.000000001,54286,14.241379310344827,6506820.000000001,50.55172413793103,70.65,30.65
29119,1919190.0000000002,22720,6.666666666666667,1682760.0000000002,58.08333333333333,38.57,48.67
29135,1125540.0000000002,15840,5,1660560.0000000002,18.166666666666668,46.8,33.32
29145,4103670,58741,15,2035740.0000000002,136.9,32.23,36.11
29151,618270.0000000001,13704,7,799200,33.375,46.8,33.32
29177,3325560.0000000005,22921,7,4462200.000000001,72,58.64,44.37
29219,4775220,33290,13.4,3871680.0000000005,105.7,70.65,30.65
29221,2377620.0000000005,25002,15.5,1531800.0000000002,107.625,70.65,30.65
29225,2887110,37075,9,1313130,73.0625,42.27,19.63
29510,278871960,316030,1351,82628400.00000001,9399,70.65,30.65
30009,2672880,10340,4.733333333333333,9257400.000000002,18.666666666666668,24.92,24.6
30013,26099430.000000004,82049,58.5,51529530.00000001,420.25,32.38,21.36
30063,26278140.000000004,113101,54.333333333333336,85546590.00000001,433.9166666666667,15.13,11.92
30111,32584050.000000004,155344,68.33333333333333,97525710,567.4166666666666,24.92,24.6
31025,3124650,25463,34,13121310.000000002,88.875,58.21,48.79
31043,6480180,20697,19.77777777777778,9521580.000000002,62.77777777777778,44.76,53.03
31051,709290.0000000001,5809,7,3809520.0000000005,16.75,44.76,53.03
31055,120195240,543253,179.20000000000002,276233490.00000006,1441.15,58.21,48.79
31153,38935470,172460,72.5,67842090.00000001,368.5625,58.21,48.79
31155,2680650,20946,8,11916960.000000002,26.833333333333332,58.21,48.79
31177,3433230.0000000005,20338,20.428571428571427,13660770,63.85714285714286,58.21,48.79
32003,844302630.0000001,2070153,446.6666666666667,931702920,4705.194444444444,35.87,42.02
32029,3162390.0000000005,3941,26,12768330.000000002,46,31.75,39.93
32031,122378610.00000001,439914,122.625,306240120.00000006,834.78125,31.75,39.93
32510,18330540,54412,96,25322430.000000004,776,45.75,26.26
33013,35474490.00000001,147715,12.25,178119480,73.3125,38.27,44.5
33015,79920000,300365,16.257142857142856,391306080,80.12142857142857,25.38,21.51
33017,28054140.000000004,125913,16.37735849056604,216087030.00000003,140.58490566037736,25.38,21.51
34005,96092700.00000001,450236,25.816,486032370.00000006,76.088,52.29,50.14
34013,395146680.00000006,792586,130.45614035087718,1616212170.0000002,399.5,78.04,62.62
34015,71027790.00000001,291286,26.20618556701031,370914270,95.95876288659794,52.29,50.14
34017,265871640,668526,281.2307692307692,1132998090,536.1730769230769,79.13,63.1
34019,23187900,125708,12.357142857142858,144349950,17.892857142857142,78.04,62.62
34023,248875320.00000003,831852,60.892857142857146,1270944450.0000002,187.33928571428572,52.62,46.94
34027,160800150.00000003,498215,29.42105263157895,810180120.0000001,42.16447368421053,78.04,62.62
34031,168956430.00000003,507204,78.25,854270430,434.1875,79.13,63.1
34033,17520240,64504,29.258064516129032,82833750.00000001,96.70967741935483,50.26,44.64
34035,96715410,331686,34.83783783783784,446523030,72.51351351351352,52.62,46.94
34039,224111220.00000003,550436,68.39080459770115,1079175300,236.45977011494253,78.04,62.62
35001,232317450,674777,443.6666666666667,294650610.00000006,3336.666666666667,29.22,36.36
35013,53887170.00000001,213825,62.31818181818181,57888720.00000001,852.8181818181819,22.35,34.39
35043,28951020.000000004,138117,35.84615384615385,48608010,139.6923076923077,29.22,36.36
35045,38391570.00000001,122537,65,39584820.00000001,596,26.74,23.56
35049,38061900,147320,198.20000000000002,76183740,272.06666666666666,25.89,43.46
35057,2183370.0000000005,15599,9,4563210,40.416666666666664,29.22,36.36
35061,11673870,75993,26.8,15975120,207.65,29.22,36.36
36001,104819520,307891,66.63636363636364,213692760,397.3181818181818,58.6,38.85
36027,59988840.00000001,295905,38.2,259735560.00000003,193.1,45.99,36.51
36061,5623136790,1634989,36023,20205392160,51518.25,79.13,63.1
36063,49649190,213374,53.285714285714285,187151550.00000003,499.8928571428571,70.99,50.74
36069,19681410.000000004,109450,37.14285714285714,84136890.00000001,157.21428571428572,62.95,48.91
36073,5303580.000000001,41938,14.266666666666667,35079330,90.53333333333333,62.95,48.91
36079,31850340.000000004,99408,45.666666666666664,112081140.00000001,62.583333333333336,79.13,63.1
36093,34556520.00000001,154845,72.5,137671080.00000003,517.375,58.6,38.85
36117,13344420.000000002,91874,12.333333333333334,72920340.00000001,87.47222222222223,62.95,48.91
36119,442701300.00000006,969229,69.61635220125785,1945431510.0000002,148.33333333333334,79.13,63.1
37001,39533760,156372,52.666666666666664,118560210,500.9166666666667,40.76,43.99
37003,4999440.000000001,37211,19.5,19085340,128.5,40.93,38.82
37007,6859800,25883,26.5,17877660,184.125,53.08,47.64
37019,40896840.00000001,119167,23.560975609756095,150924480,91.6829268292683,45.84,32.09
37021,87097260.00000001,250112,67.06451612903226,254087880.00000003,279.48387096774195,46.15,35.29
37023,18319440.000000004,89082,42.5,59553720.00000001,128.5,40.93,38.82
37025,44495460.00000001,192296,139.66666666666666,225227880.00000003,246.83333333333334,53.08,47.64
37027,14537670.000000002,81623,38.5,53621880.00000001,180.875,40.93,38.82
37035,33086880.000000004,155461,42.125,137792070,209.625,40.93,38.82
37037,30876870.000000004,68778,35.666666666666664,71476230.00000001,199.5,47.4,47.98
37051,94581990,325841,173.25,271300650,1986.75,30.72,25.44
37053,9075360,24864,63,30897960.000000004,421.5,46.89,32.17
37059,8977680,41568,33,33228960.000000007,261.5,56.07,48.83
37063,97179390.00000001,294618,230,399114930.00000006,1208.9166666666667,47.4,47.98
37065,12927060.000000002,54669,30.363636363636363,35273580,82.72727272727272,35.86,34.62
37067,120169710,364691,137.5,393576030,1925.6666666666667,56.07,48.83
37069,8686860,62989,19.4,46437960.00000001,67.5,41.36,37.13
37071,74276760.00000001,211753,63.54545454545455,199322700,345.3030303030303,53.08,47.64
37081,158271570,511815,188.16666666666666,636261990.0000001,1148.1666666666667,54.07,41.07
37087,14361180.000000002,59577,24.941176470588236,57480240.00000001,118.76470588235294,46.15,35.29
37089,22973670.000000004,110905,47,89941080,116.5625,46.15,35.29
37093,6199350,51853,32.5,25998420.000000004,171.25,30.72,25.44
37101,31484040.000000004,182155,32.142857142857146,144135720,171.67857142857142,41.36,37.13
37115,4603170,21130,12.5,14283480.000000002,12,46.15,35.29
37119,358218090,1011774,258.4666666666667,1526788350,2700.766666666667,53.08,47.64
37127,31222080,94385,39.166666666666664,82257660,211.54166666666666,35.86,34.62
37129,77978610,216430,131.8,257547750.00000003,590.1,45.84,32.09
37133,41699370,185755,38.78260869565217,109063050,413.17391304347825,27.48,20.88
37135,36868650,139807,68.6,235362180.00000003,239,47.4,47.98
37145,9408360,39196,36.5,34869540,151.625,47.4,47.98
37151,29447190.000000004,142588,50.69565217391305,101535030.00000001,165.17391304347825,54.07,41.07
37157,19884540,91898,41.1,73637400.00000001,172.95,54.07,41.07
37167,13034730.000000002,60610,37,43083540,136.36363636363637,53.08,47.64
37169,6764340,46453,25.4,30782520.000000004,279.1,56.07,48.83
37179,41719350.00000001,217614,52,217868580.00000003,376.60869565217394,53.08,47.64
37183,235933830.00000003,998576,96.61290322580645,1137978660.0000002,395.9032258064516,41.36,37.13
37191,23978220,124447,67.33333333333333,80659260.00000001,389.5833333333333,39.81,38.52
37197,6768780.000000001,37819,19,26393580,211.66666666666666,56.07,48.83
38015,19751340,90560,66.75,34587600.00000001,356.25,23.51,15.59
38035,14183580.000000002,69793,21.90909090909091,38859990.00000001,146.9090909090909,34.27,30.4
38059,6095010,29633,24.5,16692180,239.5,23.51,15.59
39015,9037620,44059,9.411764705882353,4880670,73.70588235294117,66.9,36.87
39085,72054540.00000001,229266,25.946428571428573,92955840.00000001,66.19642857142857,72.56,52.26
39097,7851030.000000001,43537,16.75,7575750.000000001,114.0625,59.95,41.45
40017,17730030.000000004,129571,26.523809523809522,17936490,126.95238095238095,48.95,47.01
40027,44821800,271818,48,36876420.00000001,238.03571428571428,48.95,47.01
40037,10789200,70931,13.4375,10284150.000000002,80.375,54,45.25
40051,7052940.000000001,53955,10.333333333333334,4380060,82.54166666666667,48.95,47.01
40079,5528910.000000001,49885,8.32258064516129,4282380,60.225806451612904,50.36,48.29
40081,4907310,34640,6.363636363636363,2687310.0000000005,26.113636363636363,48.95,47.01
40083,5379060,45171,13.333333333333334,3503160.0000000005,105.41666666666667,48.95,47.01
40087,6803190.000000001,37222,11,27175020.000000004,67.16666666666667,48.95,47.01
40109,231237420,764698,87.23076923076923,185055870.00000003,616.6410256410256,48.95,47.01
40113,1975800.0000000002,47923,14.4,3404370.0000000005,70.05,54,45.25
40117,1369740,16444,8.75,1138860.0000000002,27.9375,54,45.25
40135,5090460,41344,10.200000000000001,2494170,148.6,50.36,48.29
40143,151450620.00000003,629823,105.38461538461539,196210260,931.1153846153846,54,45.25
40145,6541230.000000001,76190,13.666666666666666,4744140,232.08333333333334,54,45.25
41053,12970350,78470,17,20657100.000000004,113.4375,28.25,41.95
42011,91079940,414097,17.01298701298701,217612170,89.46103896103897,46.6,68.72
42013,13517580.000000002,125917,8.968253968253968,37357050,90.46031746031746,40.37,22.37
42017,174490890,626220,20.974358974358974,321328350.00000006,42.044871794871796,73.73,58.79
42049,36408000,279133,22.599999999999998,129334980.00000001,142.71666666666667,62.8,48.65
42069,35112630.00000001,213006,12.804597701149426,96076050,59.758620689655174,49.33,52.72
42075,16541220.000000002,136950,9.745098039215685,39913380.00000001,33.92156862745098,35.54,55.96
42091,195492090.00000003,815876,26.693877551020407,368680950,62.816326530612244,73.73,58.79
42101,677224320.0000001,1559938,6624,555775890,40630.5,73.73,58.79
42131,3254520.0000000005,27975,3.8000000000000003,11093340,11.799999999999999,49.33,52.72
44001,9198570.000000002,49228,30.666666666666668,124228980.00000001,139.5,50.81,60.11
44003,42448620,164886,63,426821640,182.58333333333334,50.81,60.11
44005,31733790.000000004,82714,35,240192900.00000003,213.05,50.81,60.11
44007,203992470.00000003,631344,86.26315789473685,1291861290,382.61842105263156,50.81,60.11
44009,31953570.000000004,126319,27.923076923076923,356162370.00000006,80.53846153846153,50.81,60.11
45015,29575950.000000004,199081,46.72727272727273,48727890.00000001,646.9545454545455,40.84,39.79
45017,2616270.0000000005,14886,11.4,9735810.000000002,98.3,48.32,34.9
45031,11563980.000000002,67689,24.842105263157894,23142390.000000004,404.8421052631579,35.88,22.15
45041,27648990,138575,39.885714285714286,37544640.00000001,366.0857142857143,35.88,22.15
45045,79999920.00000001,482191,94.5,169368240.00000003,1118.09375,42.73,37.87
45055,7845480.000000001,63090,25,17862120.000000004,290.2,48.32,34.9
45063,56018370,277702,36.943396226415096,115199130,382.188679245283,48.32,34.9
45079,80455020,401743,202.20000000000002,210078600,1404.45,48.32,34.9
45081,2858250.0000000005,20113,16,8646900.000000002,135.625,48.32,34.9
45083,47491350.00000001,294229,37.89090909090909,120135300.00000001,307.54545454545456,41.94,37.3
45091,43112400,245606,55.42857142857142,113951490,698.7142857142857,53.08,47.64
46083,3093570,51396,7.352941176470588,15068250.000000002,40.23529411764706,44.46,38.94
46087,760350,5616,6,4050390.0000000005,17.75,44.46,38.94
46093,4232430,26840,10.142857142857142,13704060.000000002,35.214285714285715,26.38,22.59
46125,1240980,8289,3.8000000000000003,6408030.000000001,17,44.46,38.94
46127,2749470.0000000005,14842,4.444444444444445,7998660.000000001,13.38888888888889,44.76,53.03
47001,20509470,75545,29,62054550,158.3684210526316,51.87,33.58
47011,18791190.000000004,102860,97.33333333333334,55497780.00000001,669.9166666666666,38.88,30.34
47015,2338770,13855,11,6057270,45.5,54.95,47.86
47019,7430340.000000001,56707,27.909090909090907,25218090.000000004,223.36363636363637,45.61,28.51
47021,5578860.000000001,39575,13.75,23776200,162.5625,54.95,47.86
47023,2220000,17355,15,6239310,110.125,49.1,34.36
47037,221709180.00000003,667885,212.42857142857142,878067720.0000001,2843.057142857143,54.95,47.86
47043,9978900.000000002,50926,23,35919600.00000001,248.21052631578948,54.95,47.86
47047,5445660.000000001,39071,11.851851851851851,18231750,64.48148148148148,62.22,50.67
47057,2255520,22813,4.5,9680310.000000002,44.375,38.73,45.5
47063,10914630.000000002,63203,58,38177340.00000001,365.6666666666667,38.73,45.5
47073,5670990.000000001,56567,14.8,31615020.000000004,154.05,40.22,20.44
47081,2740590,24251,19,9892320.000000002,196.5,54.95,47.86
47089,7016310,52851,16.599999999999998,31591710.000000004,112.1,38.73,45.5
47093,103535250.00000001,448164,294.3333333333333,396580800.00000006,2494.9166666666665,51.87,33.58
47111,3547560.0000000005,22924,15,8873340,91,54.95,47.86
47113,31504020.000000004,98128,135,92076720,1817.625,49.1,34.36
47125,36082770.00000001,189709,179.66666666666666,139467060.00000003,1397.3333333333333,39.31,39.22
47147,15847470.000000002,67905,17.833333333333332,47695590.00000001,161.83333333333331,54.95,47.86
47149,65216940,290289,106.09523809523809,209933190.00000003,1167.7142857142858,54.95,47.86
47153,2024640,14710,15.5,7309350,101.5,62.95,38.84
47157,455097780,936990,253.1,1286400090,4463.45,62.22,50.67
47159,3580860,19176,8.75,8367180,61,54.95,47.86
47161,2395380,13257,8.666666666666668,6929730.000000001,40.666666666666664,39.31,39.22
47163,31884750.000000004,156644,69.63636363636364,139189560.00000003,663.5454545454545,40.22,20.44
47165,32817150,172786,38.25,121406250.00000001,288.8125,54.95,47.86
47167,10398480.000000002,61558,25.166666666666668,31023390.000000004,301.1666666666667,62.22,50.67
47169,1428570.0000000002,7970,16,4239090,177.5,54.95,47.86
47173,2099010,19081,7.666666666666667,6632250.000000001,86.58333333333333,51.87,33.58
47179,25528890.000000004,126044,67.5,98815530.00000001,495.75,45.61,28.51
47187,31838130,205645,61,218718840.00000003,222.79999999999998,54.95,47.86
47189,25133730.000000004,125616,79.5,81640500,390,54.95,47.86
48007,4958370.000000001,24729,22,15829710.000000002,139.25,43.29,42.21
48009,1854810.0000000002,8750,5,4846260,17.42857142857143,48.74,35.19
48011,340770.00000000006,1913,3,1437450,6,56.3,45.5
48013,6620040.000000001,47710,12.578947368421053,18864450,97.36842105263158,47.74,46.08
48019,2958150,21015,28,12854910.000000002,124.75,47.74,46.08
48021,13967130.000000002,78286,28.5,36803160,281.375,48.4,43.23
48029,441640140,1858699,124.74226804123711,1126545660.0000002,1364.3298969072164,47.74,46.08
48039,63395430.00000001,338419,25.238095238095237,187850850,165.78571428571428,60.61,52.51
48041,39802380.00000001,209896,97.25,111354090.00000001,768.875,42.51,38.24
48055,5915190.000000001,39848,17.5,16925280.000000004,126.625,48.4,43.23
48057,5110440.000000001,21805,16.11111111111111,19277370.000000004,103,41.3,33.61
48059,2131200.0000000005,13596,5,3892770.0000000005,22.75,43,35.57
48061,78559140.00000001,418785,37.542857142857144,141744780,402.5571428571428,32.25,40.22
48077,1385280.0000000002,10367,11,6162720,33.75,48.74,35.19
48091,31429650,124234,54,60958980,389.8125,47.74,46.08
48099,9662550.000000002,75710,30,20500590,361.75,41.26,24.74
48107,1024530.0000000002,5987,3,3561990.0000000005,6.5,46.16,36.11
48135,26519010.000000004,153177,66.25,64259010,1185,39.31,33.77
48139,29950020.000000004,160225,27.486486486486488,103710630,115.86486486486487,55.07,51.93
48141,178672260,833592,145.5581395348837,433924530,1179.046511627907,29.94,43.26
48167,92520720,314485,54.666666666666664,252523890,348.7833333333333,60.61,52.51
48183,29935590.000000004,123283,64.8,61407420.00000001,494.65,37.56,35.94
48187,22962570.000000004,147313,40.6,60760290.00000001,299.7,47.74,46.08
48199,9732480.000000002,55624,14.2,16401360,87.3,67.27,50.81
48209,36308100.00000001,185686,68,82465230.00000001,343.4375,48.4,43.23
48231,16610040,89068,20.40740740740741,38676840.00000001,187.40740740740742,55.07,51.93
48235,492840.00000000006,1631,4,2295480,8,33.53,36.38
48251,30849120.000000004,157544,30,92557350,198.71875,56.3,45.61
48259,9167490.000000002,39010,35.5,24243510.000000004,132.5,47.74,46.08
48281,3959370.0000000005,20357,17,8731260,114.875,41.26,24.74
48309,63730650.00000001,243394,42.08771929824562,129642450.00000001,264.89473684210526,51.17,44.32
48325,6207120.000000001,47920,15.25,16698840,69.5,47.74,46.08
48329,30134280.000000004,155817,76,66032790.00000001,783.5833333333333,47.49,41.02
48339,78271650.00000001,518849,48.73469387755102,200221800.00000003,368.46938775510205,60.61,52.51
48355,96595530.00000001,355667,80.85714285714286,207912990.00000003,1273,43.29,42.21
48361,21943590,83751,23.185185185185183,39378360,141.1851851851852,67.27,50.81
48375,48061890.00000001,121883,113.60000000000001,79131900.00000001,1310,56.3,45.5
48395,3365520.0000000005,16537,7,7737810,47.25,42.51,38.24
48397,18464850.000000004,88010,34.25,56615550,112.8125,55.07,51.93
48441,34743000,135234,57,71845860,797.875,43,35.57
48451,22056810,116264,71,57700020.00000001,928.5,33.53,36.38
48469,28534770.000000004,90989,100.5,46839780.00000001,782.625,41.3,33.61
48473,7191690.000000001,47049,17.473684210526315,21479610,69.84210526315789,60.61,52.51
48485,30889080,132148,45.130434782608695,72843750,571.5652173913044,48.74,35.19
48491,80088720,490619,52.18181818181818,284357580,287.54545454545456,48.4,43.23
48493,3431010,46444,10.4,12407580.000000002,53.1,47.74,46.08
48497,9726930,62089,23.5,46040580,69.5,56.3,45.61
49023,3272280,10507,8.5,3387720.0000000005,16.625,18.27,30.85
49043,14526570.000000002,39009,25.666666666666668,39201870,99.91666666666667,34.04,42.89
49045,12484170.000000002,61986,16.105263157894736,12466410.000000002,183.52631578947367,34.04,42.89
51003,18891090,104287,86.5,156094860.00000003,581.75,32.03,31.39
51007,1869240.0000000002,12793,15,7329330.000000001,134,51.64,44.88
51009,5677650.000000001,31999,21.5,22755000.000000004,78.125,36.19,25.45
51011,2444220.0000000005,15314,19,11986890.000000002,34.75,36.19,25.45
51013,65646510.00000001,226092,285,740024790,634.625,64.13,48.15
51019,7240530.000000001,76933,77,57928680.00000001,645.25,36.19,25.45
51023,5467860.000000001,33192,94,33264480.000000004,207.75,54.21,38.05
51031,6662220,55061,24.333333333333332,37541310.00000001,171.16666666666669,36.19,25.45
51036,873570,7086,10,8041950.000000001,29,51.64,44.88
51041,71864730.00000001,331839,475,396359910.00000006,5449.75,51.64,44.88
51045,947940,5195,8,3615270.0000000005,24.75,54.21,38.05
51049,1656120.0000000002,9769,16,8283930,85,51.64,44.88
51053,4353420,28155,39,28740120.000000004,179.5,51.64,44.88
51059,248058360.00000003,1132887,321,2846102160,1627.6000000000001,64.13,48.15
51061,18875550.000000004,68025,66.5,127527900.00000001,309.875,64.13,48.15
51065,2816070,26046,26,28517010.000000004,198.25,32.03,31.39
51067,6310350,56230,49,52146690,209.875,54.21,38.05
51069,12344310.000000002,82321,47.5,95333460,427.3125,34.4,39.67
51071,3956040.0000000005,16871,6.5,15053820.000000002,17.708333333333332,23.28,23.14
51073,5322450.000000001,37021,81,38406000,512,46.89,32.17
51075,2925960,21979,32,31788180.000000004,95.5,51.64,44.88
51079,3403260,19085,27,18126300.000000004,215.5,32.03,31.39
51085,26340300.000000004,102199,119.5,141051030,448.25,51.64,44.88
51087,76736520,321921,196.33333333333331,389767620.00000006,1003,51.64,44.88
51093,6379170.000000001,36027,22.333333333333332,44978310.00000001,123.83333333333333,46.89,32.17
51095,13547550.000000002,71900,94,122852580.00000001,790.25,46.89,32.17
51097,1399710,7140,12,6157170.000000001,57.5,51.64,44.88
51101,3196800,16156,14.5,22738350.000000004,53,51.64,44.88
51107,88322700.00000001,362435,135,923898510.0000001,631.125,64.13,48.15
51109,5907420,34350,31,52510770.00000001,116.875,51.64,44.88
51115,1759350.0000000002,8848,12,11499600,30.75,46.89,32.17
51121,24055920.000000004,97227,68.75,87641160,282.1875,23.28,23.14
51125,3211230.0000000005,14831,13,22160040,81.5,32.03,31.39
51127,2509710,20051,28,25421220,206,51.64,44.88
51143,7408140,62392,49.800000000000004,33346620.000000004,377.9,37.33,26.38
51145,4498830.000000001,28286,36,38387130.00000001,113.5,51.64,44.88
51149,6703290.000000001,37664,51,31388580,302,51.64,44.88
51153,109751250.00000001,443630,133.52941176470588,674334990.0000001,1004.7647058823529,64.13,48.15
51155,7059600,34417,27,27271590.000000004,218.41666666666666,23.28,23.14
51161,24149160.000000004,93655,79.5,131516130,644.375,54.21,38.05
51165,9170820.000000002,78427,11.857142857142858,76921890.00000001,26.42857142857143,35.56,45.24
51169,4607610.000000001,22378,12.333333333333332,12546330.000000002,57.083333333333336,40.22,20.44
51177,18237300.000000004,129181,156,161541630,1214.75,64.13,48.15
51179,24693060,139548,148,194920440.00000003,1441.75,64.13,48.15
51187,17879880,38807,43,39815700.00000001,185.75,64.13,48.15
51191,11238750.000000002,54562,22,39486030.00000001,104.33333333333334,40.22,20.44
51199,10169820.000000002,66919,99,86772030.00000001,531.75,46.89,32.17
51510,74386650.00000001,151473,315,406525290.00000006,1501.25,64.13,48.15
51520,9796860,17340,54,15446760.000000002,365.5,40.22,20.44
51540,18065250,45538,115,64130250.00000001,1029,32.03,31.39
51550,43994850.00000001,233194,376,329927520,5090,46.89,32.17
51570,4073700.0000000005,17554,50,23759550.000000004,221,51.64,44.88
51600,11990220.000000002,23620,63,68185080,311.25,64.13,48.15
51610,6983010,13597,33,49543740.00000001,86.25,64.13,48.15
51630,7940940.000000001,27853,47.285714285714285,37697820,475.85714285714283,64.13,48.15
51650,29857890.000000004,136789,121.5,162173220,1121.125,46.89,32.17
51660,8654670,51979,56,35719800,362.375,35.56,45.24
51670,5639910.000000001,22332,53,26065020.000000004,659.75,51.64,44.88
51680,19103100.000000004,78755,164,77434710,2273.75,36.19,25.45
51683,14760780,41149,91,70504980.00000001,744.25,64.13,48.15
51685,3977130.0000000005,15827,31,22681740,148.75,64.13,48.15
51700,51226500.00000001,181606,215.5,254581830.00000003,2140.875,46.89,32.17
51710,75720870.00000001,245724,196,280737870.00000006,1065.65,46.89,32.17
51730,13034730.000000002,31997,41,37061790,301.8333333333333,51.64,44.88
51735,2228880,12068,22,17988660,129.75,46.89,32.17
51740,39057570.00000001,96071,235,130512690.00000001,2717,46.89,32.17
51750,3993780,17186,27,8418240.000000002,183.25,23.28,23.14
51760,102192150.00000001,216773,191.71428571428572,291615870.00000006,793.25,51.64,44.88
51770,25537770,99329,136,117489060.00000001,2447.875,54.21,38.05
51775,7094010,25290,66,36052800,340,54.21,38.05
51800,22662870.000000004,87061,171,109703520,2155.75,46.89,32.17
51810,99078600,449733,813,604160790,6424.5,46.89,32.17
51830,4380060,14988,27,12903750.000000002,90.125,46.89,32.17
53003,4031520.0000000005,22113,9.333333333333332,7102890,90.41666666666667,23.94,15.58
53005,36738780.00000001,187519,46.4,58631310.00000001,421.15,29.52,46.16
53011,68316060.00000001,450893,52.375,178695570,509.5625,40.9,34.26
53015,25393470,102854,24.666666666666668,40755870,253.66666666666666,23.19,30.67
53021,12627360,87810,33.333333333333336,20506140.000000004,321.25,29.52,46.16
53035,40682610,257488,37.857142857142854,86879700.00000001,393.82142857142856,36.74,19.35
54005,6386940.000000001,23645,18,13756230.000000002,42.4,56.85,27.9
54011,21676080,96623,28.88888888888889,35881860,156.83333333333334,50.32,25.47
54027,3718500.0000000005,23455,10.428571428571429,6993000.000000001,45.42857142857143,34.4,39.67
54037,14116980.000000002,55531,12.388888888888888,14887320.000000002,35.888888888888886,64.13,48.15
54039,44764080,189636,38.09756097560976,71935770,335.5853658536585,56.85,27.9
54043,1006770.0000000001,21482,3,4073700.0000000005,10.799999999999999,56.85,27.9
54051,5636580.000000001,32296,12.647058823529413,13140180,74.29411764705883,49.23,21.6
54057,4484400.000000001,27606,8.666666666666666,7101780.000000001,46.583333333333336,51.87,34.66
54065,2636250.0000000005,17514,11,4190250,69.25,39.32,24.46
54069,16536780.000000002,43257,36.07692307692308,16804290,187.3846153846154,49.23,21.6
54073,974580,7612,6,3766230.0000000005,8.5,33.19,19.1
54077,2575200.0000000005,33793,9.375,6245970,33.25,35.8,28.75
54105,12210,5826,2,63270,10.75,33.19,19.1
54107,13462080.000000002,86262,32.733333333333334,21946920.000000004,193.4,33.19,19.1
55009,82530720,256621,49.090909090909086,193898130,207.72727272727272,46.41,52.08
55015,8432670,49653,11,27446970,30.1875,33.93,24.86
55021,16211550.000000002,56650,14.56,46174890.00000001,57.48,46.49,40.14
55035,36176010,101907,28,64582020.00000001,95.95833333333333,33.88,19.08
55049,6052830.000000001,23751,6.833333333333333,17980890.000000004,17.291666666666668,46.49,40.14
55059,61757070.00000001,167896,63.826086956521735,159997620.00000003,277.30434782608694,58.87,54.82
55079,455070030,955306,156.36144578313252,859966950.0000001,877.8795180722891,79.61,57.03
55087,47500230,181799,30.777777777777775,139757880,130.02777777777777,33.93,24.86
55089,26446860,87625,28.571428571428573,70383990,16.178571428571427,79.61,57.03
55101,81586110,194873,74.33333333333333,161952330.00000003,273,51.99,45
56025,23394360,80871,39,29653650,197.1875,20.63,18.13
